,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021
4588,Dopamine HCl,Dopamine HCl,1,Hospira/Pfizer,248968.59,"7,974",282,$33.68,$882.87,0.0,19340.63,"25,521",91,$0.76,$212.53,1.0,1182.52,$437.00,66,$5.99,$17.92,1.0,1554.61,"2,297",52,$1.38,$29.90,1.0,3384.52,"1,958.4",79,$1.57,$42.84,1
4589,Dopamine HCl In 5% Dextrose,Dopamine HCl In Dextrose 5 %,2,Overall,230129.86,"420,956.994","1,232",$0.58,$186.79,0.0,54100.96,"495,203.03",988,$0.11,$54.76,0.0,118154.09,"$442,507.94",882,$0.28,$133.96,0.0,186747.17,"287,652.115",786,$0.68,$237.59,0.0,173110.89,"190,710.45",655,$1.02,$264.29,0
4590,Dopamine HCl In 5% Dextrose,Dopamine HCl In Dextrose 5 %,1,Hospira/Pfizer,17208.84,"124,151.5",302,$0.15,$56.98,0.0,16955.63,"182,911.03",350,$0.11,$48.44,0.0,22322.21,"$124,077.25",289,$0.21,$77.24,0.0,25384.24,"78,942.115",217,$0.50,$116.98,0.0,28115.98,"56,306.3",170,$0.82,$165.39,0
4591,Dopamine HCl In 5% Dextrose,Dopamine HCl In Dextrose 5 %,1,Baxter Healthca,212921.02,"296,805.494",930,$0.71,$228.95,0.0,37145.33,"312,292",638,$0.12,$58.22,0.0,95831.88,"$318,430.69",593,$0.31,$161.61,0.0,161362.93,"208,710",569,$0.75,$283.59,0.0,144994.91,"134,404.15",485,$1.08,$298.96,1
4592,Dopram,Doxapram HCl,1,Overall,2075.02,313,26,$6.63,$79.81,1.0,1139.7,270,20,$4.22,$56.99,1.0,0.0,,,,,,0.0,,,,,,694.93,691.25,20,$1.01,$34.75,1
4593,Dopram,Doxapram HCl,1,West-Ward/Hikma,2075.02,313,26,$6.63,$79.81,1.0,1139.7,270,20,$4.22,$56.99,1.0,0.0,,,,,,0.0,,,,,,694.93,691.25,20,$1.01,$34.75,1
4594,Doptelet,Avatrombopag Maleate,1,Overall,0.0,,,,,,1059871.51,"1,155",93,$917.64,"$11,396.47",1.0,2641298.48,"$4,705.00",276,$561.38,"$9,569.92",1.0,6293626.37,"18,863",626,$333.65,"$10,053.72",0.0,9534085.87,"28,222",880,$337.82,"$10,834.19",0
4595,Doptelet,Avatrombopag Maleate,1,"Akarx, Inc.",0.0,,,,,,1059871.51,"1,155",93,$917.64,"$11,396.47",1.0,2641298.48,"$4,705.00",276,$561.38,"$9,569.92",1.0,6293626.37,"18,863",626,$333.65,"$10,053.72",0.0,9534085.87,"28,222",880,$337.82,"$10,834.19",0
4596,Doryx,Doxycycline Hyclate,1,Overall,35372.01,"1,220",39,$30.72,$906.97,1.0,18975.23,750,19,$29.84,$998.70,1.0,12932.73,$433.00,12,$35.05,"$1,077.73",1.0,52441.62,"1,540",41,$37.97,"$1,279.06",1.0,13768.85,330,11,$41.72,"$1,251.71",1
4597,Doryx,Doxycycline Hyclate,1,Mayne Pharma In,35372.01,"1,220",39,$30.72,$906.97,1.0,18975.23,750,19,$29.84,$998.70,1.0,12932.73,$433.00,12,$35.05,"$1,077.73",1.0,52441.62,"1,540",41,$37.97,"$1,279.06",1.0,13768.85,330,11,$41.72,"$1,251.71",1
4598,Doryx Mpc,Doxycycline Hyclate,1,Overall,98769.86,"8,224",240,$12.01,$411.54,0.0,83251.29,"7,781",218,$10.70,$381.89,1.0,60792.14,"$4,977.00",157,$12.21,$387.21,0.0,36724.2,"3,018",101,$12.17,$363.61,0.0,46000.68,"3,560",112,$12.92,$410.72,0
4599,Doryx Mpc,Doxycycline Hyclate,1,Mayne Pharma In,98769.86,"8,224",240,$12.01,$411.54,0.0,83251.29,"7,781",218,$10.70,$381.89,1.0,60792.14,"$4,977.00",157,$12.21,$387.21,0.0,36724.2,"3,018",101,$12.17,$363.61,0.0,46000.68,"3,560",112,$12.92,$410.72,0
4600,Dorzolamide HCl,Dorzolamide HCl,5,Overall,1320791.71,"707,282","69,727",$1.87,$18.94,0.0,1480483.09,"851,958","83,128",$1.74,$17.81,0.0,2145049.44,"$1,053,605.00","101,701",$2.04,$21.09,0.0,1923221.95,"1,009,606","95,478",$1.91,$20.14,0.0,1935266.01,"1,024,547.01","95,711",$1.89,$20.22,0
4601,Dorzolamide HCl,Dorzolamide HCl,1,Sandoz,434123.36,"234,920","23,301",$1.85,$18.63,0.0,482830.83,"286,857","28,339",$1.68,$17.04,0.0,566225.61,"$276,794.00","27,340",$2.05,$20.71,0.0,407122.68,"222,657","21,800",$1.83,$18.68,0.0,348963.37,"197,858.01","19,310",$1.76,$18.07,0
4602,Dorzolamide HCl,Dorzolamide HCl,1,"Micro Labs USA,",0.0,,,,,,0.0,,,,,,1993.51,$900.00,84,$2.22,$23.73,1.0,568455.86,"279,542","26,755",$2.03,$21.25,0.0,643503.13,"320,458","30,652",$2.01,$20.99,0
4603,Dorzolamide HCl,Dorzolamide HCl,1,Leading Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,9920.96,"6,520",610,$1.52,$16.26,0.0,3459.68,"2,075",199,$1.67,$17.39,0
4604,Dorzolamide HCl,Dorzolamide HCl,1,Hi-Tech/Akorn C,652904.87,"339,973","33,578",$1.92,$19.44,0.0,458644.9,"250,859","24,440",$1.83,$18.77,0.0,747061.42,"$365,255.00","35,259",$2.05,$21.19,0.0,371935.32,"202,161","18,851",$1.84,$19.73,0.0,356641.19,"195,059","17,941",$1.83,$19.88,0
4605,Dorzolamide HCl,Dorzolamide HCl,1,Bausch Health U,233763.48,"132,389","12,848",$1.77,$18.19,0.0,539007.36,"314,242","30,349",$1.72,$17.76,0.0,829768.9,"$410,656.00","39,018",$2.02,$21.27,0.0,565787.13,"298,726","27,462",$1.89,$20.60,0.0,582698.64,"309,097","27,609",$1.89,$21.11,0
4606,Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,6,Overall,3112050.58,"1,861,847.998","182,943",$1.67,$17.01,0.0,2741101.05,"1,721,983","166,855",$1.59,$16.43,0.0,4448463.54,"$2,007,312.00","193,771",$2.22,$22.96,0.0,5020856.04,"2,283,632.01","216,936",$2.20,$23.14,0.0,5408500.56,"2,640,617.29","247,893",$2.05,$21.82,0
4607,Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,1,Somerset Therap,0.0,,,,,,0.0,,,,,,7048.63,"$2,865.00",284,$2.46,$24.82,0.0,1079618.64,"495,789.01","47,001",$2.18,$22.97,0.0,904149.13,"491,494.06","46,162",$1.84,$19.59,0
4608,Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,1,Sandoz,239635.18,"148,072","14,736",$1.62,$16.26,0.0,237551.85,"140,296","13,746",$1.69,$17.28,0.0,536679.97,"$211,605.00","20,431",$2.54,$26.27,0.0,290130.17,"113,710","10,778",$2.55,$26.92,0.0,355641.11,"160,950.02","15,356",$2.21,$23.16,0
4609,Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,1,"Micro Labs USA,",0.0,,,,,,0.0,,,,,,0.0,,,,,,182216.75,"71,264","6,982",$2.56,$26.10,0.0,677891.22,"282,435.2","27,527",$2.40,$24.63,0
4610,Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,1,Leading Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2251.16,"1,120",110,$2.01,$20.47,1
4611,Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,1,Hi-Tech/Akorn C,2070110.28,"1,201,984","118,820",$1.72,$17.42,0.0,1352985.25,"793,470.5","77,170",$1.71,$17.53,0.0,2346334.71,"$1,004,616.00","97,054",$2.34,$24.18,0.0,1904884.08,"823,325","77,182",$2.31,$24.68,0.0,1715286.09,"802,976.5","72,628",$2.14,$23.62,0
4612,Dorzolamide-Timolol,Dorzolamide HCl/Timolol Maleat,1,Bausch Health U,802305.12,"511,791.998","49,387",$1.57,$16.25,0.0,1150563.95,"788,216.5","75,939",$1.46,$15.15,0.0,1558400.23,"$788,226.00","76,002",$1.98,$20.50,0.0,1564006.4,"779,544","74,993",$2.01,$20.86,0.0,1753281.85,"901,641.51","86,110",$1.94,$20.36,0
4613,Dorzolamide-Timolol,Dorzolamide/Timolol/PF,2,Overall,0.0,,,,,,48278.91,"21,943.001",384,$2.20,$125.73,0.0,393519.59,"$172,986.00","3,147",$2.30,$125.05,0.0,564295.97,"250,699.501","4,567",$2.26,$123.56,0.0,746419.74,"327,384.924","6,189",$2.29,$120.60,0
4614,Dorzolamide-Timolol,Dorzolamide/Timolol/PF,1,Aurobindo Pharm,0.0,,,,,,48278.91,"21,943.001",384,$2.20,$125.73,0.0,313408.6,"$145,158.00","2,539",$2.16,$123.44,0.0,400686.57,"185,835.501","3,247",$2.16,$123.40,0.0,537836.53,"242,140.924","4,356",$2.22,$123.47,0
4615,Dorzolamide-Timolol,Dorzolamide/Timolol/PF,1,Akorn Inc.,0.0,,,,,,0.0,,,,,,80110.99,"$27,828.00",608,$2.88,$131.76,0.0,163609.4,"64,864","1,320",$2.52,$123.95,0.0,208583.21,"85,244","1,833",$2.45,$113.79,0
4616,Dotti,Estradiol,1,Overall,0.0,,,,,,0.0,,,,,,352228.55,"$43,406.00","4,945",$8.13,$71.23,0.0,2153427.95,"262,728","28,738",$8.20,$74.93,0.0,3432092.62,"421,956.571","44,254",$8.13,$77.55,0
4617,Dotti,Estradiol,1,Amneal Pharmace,0.0,,,,,,0.0,,,,,,352228.55,"$43,406.00","4,945",$8.13,$71.23,0.0,2153427.95,"262,728","28,738",$8.20,$74.93,0.0,3432092.62,"421,956.571","44,254",$8.13,$77.55,0
4618,Double Antibiotic,Bacitracin Zinc/Polymyxin B,1,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,274.5,"1,164.35",40,$0.24,$6.86,1.0,429.68,"1,902.9",66,$0.23,$6.51,1
4619,Double Antibiotic,Bacitracin Zinc/Polymyxin B,1,Taro Pharm USA,0.0,,,,,,0.0,,,,,,0.0,,,,,,274.5,"1,164.35",40,$0.24,$6.86,1.0,429.68,"1,902.9",66,$0.23,$6.51,1
4620,Dovato,Dolutegravir Sodium/Lamivudine,1,Overall,0.0,,,,,,0.0,,,,,,9116484.9,"$119,434.00","3,936",$76.33,"$2,316.18",0.0,55903845.63,"722,713","23,127",$77.35,"$2,417.25",0.0,122254744.3,"1,496,575","47,469",$81.69,"$2,575.46",0
4621,Dovato,Dolutegravir Sodium/Lamivudine,1,Viiv Healthcare,0.0,,,,,,0.0,,,,,,9116484.9,"$119,434.00","3,936",$76.33,"$2,316.18",0.0,55903845.63,"722,713","23,127",$77.35,"$2,417.25",0.0,122254744.3,"1,496,575","47,469",$81.69,"$2,575.46",0
4622,Dovonex,Calcipotriene,1,Overall,300308.53,"29,460",287,$10.19,"$1,046.37",0.0,1208392.8,"109,636","1,281",$11.02,$943.32,0.0,1465237.61,"$126,914.00","1,481",$11.55,$989.36,0.0,1887442.49,"156,720","1,843",$12.04,"$1,024.11",0.0,2148176.93,"173,262","2,150",$12.40,$999.15,0
4623,Dovonex,Calcipotriene,1,Leo Pharma Inc.,300308.53,"29,460",287,$10.19,"$1,046.37",0.0,1208392.8,"109,636","1,281",$11.02,$943.32,0.0,1465237.61,"$126,914.00","1,481",$11.55,$989.36,0.0,1887442.49,"156,720","1,843",$12.04,"$1,024.11",0.0,2148176.93,"173,262","2,150",$12.40,$999.15,0
4624,Doxazosin Mesylate,Doxazosin Mesylate,11,Overall,4367045.17,"8,555,693","234,112",$0.51,$18.65,0.0,3629806.61,"8,552,780.225","229,648",$0.43,$15.81,0.0,3049236.15,"$8,686,558.30","225,639",$0.35,$13.51,0.0,2686808.68,"9,370,389.1","222,640",$0.29,$12.07,0.0,2529507.45,"9,751,502.7","215,890",$0.26,$11.72,0
4625,Doxazosin Mesylate,Doxazosin Mesylate,1,Zydus Pharmaceu,0.0,,,,,,121165.29,"320,962.5","8,256",$0.38,$14.68,0.0,290758.94,"$874,724.50","22,558",$0.33,$12.89,0.0,243253.62,"888,940.5","21,292",$0.27,$11.42,0.0,223990.0,"885,236.06","19,671",$0.25,$11.39,0
4626,Doxazosin Mesylate,Doxazosin Mesylate,1,Upsher-Smith La,0.0,,,,,,1370.23,"3,423",93,$0.40,$14.73,1.0,36692.43,"$113,809.00","2,933",$0.32,$12.51,0.0,41157.72,"175,809","4,525",$0.23,$9.10,0.0,39069.81,"167,587","4,265",$0.23,$9.16,0
4627,Doxazosin Mesylate,Doxazosin Mesylate,1,Teva USA,129409.76,"253,509","7,239",$0.51,$17.88,0.0,114780.08,"267,798","7,528",$0.43,$15.25,0.0,363598.26,"$1,037,036.50","25,932",$0.35,$14.02,0.0,313341.75,"1,070,796","24,267",$0.29,$12.91,0.0,298993.49,"1,052,580","22,843",$0.28,$13.09,0
4628,Doxazosin Mesylate,Doxazosin Mesylate,1,Mylan Instituti,7658.49,"9,139.5",378,$0.83,$20.26,0.0,36606.01,"9,153",310,$4.41,$118.08,1.0,3260.97,"$9,691.00",251,$0.37,$12.99,1.0,1251.42,"4,637",135,$0.27,$9.27,1.0,214.53,936,29,$0.71,$7.40,1
4629,Doxazosin Mesylate,Doxazosin Mesylate,1,Mylan,993726.54,"1,988,627","55,134",$0.50,$18.02,0.0,705757.51,"1,672,027.5","44,807",$0.42,$15.75,0.0,82090.58,"$213,279.00","6,040",$0.39,$13.59,0.0,24499.44,"84,063","2,395",$0.29,$10.23,0.0,10137.04,"40,886.8","1,113",$0.25,$9.11,0
4630,Doxazosin Mesylate,Doxazosin Mesylate,1,Major Pharmaceu,2281.23,"4,147",158,$0.56,$14.44,0.0,1935.39,"3,786",185,$0.52,$10.46,1.0,1531.02,"$2,894.00",138,$0.52,$11.09,1.0,4840.0,"4,474.5",192,$0.86,$25.21,0.0,842.16,"2,147",129,$0.44,$6.53,1
4631,Doxazosin Mesylate,Doxazosin Mesylate,1,Greenstone LLC.,239323.01,"472,257","12,779",$0.51,$18.73,0.0,55917.85,"127,870","3,622",$0.44,$15.44,0.0,29225.27,"$74,288.00","1,898",$0.39,$15.40,0.0,21610.44,"49,928","1,169",$0.43,$18.49,0.0,41789.41,"42,803",953,$0.97,$43.85,0
4632,Doxazosin Mesylate,Doxazosin Mesylate,1,Avet Pharmaceut,0.0,,,,,,0.0,,,,,,610.82,"$2,430.00",60,$0.25,$10.18,1.0,354.41,"1,276",32,$0.28,$11.08,1.0,395.61,"3,240",77,$0.12,$5.14,1
4633,Doxazosin Mesylate,Doxazosin Mesylate,1,Ahp,756.36,"1,181",71,$0.92,$10.65,1.0,497.33,216.625,72,$2.52,$6.91,1.0,532.33,$393.50,100,$1.55,$5.32,1.0,555.85,215,37,$4.49,$15.02,1.0,447.01,102,51,$4.76,$8.76,1
4634,Doxazosin Mesylate,Doxazosin Mesylate,1,Accord Healthca,1392697.41,"2,745,192","74,669",$0.51,$18.65,0.0,1344429.01,"3,203,320","86,783",$0.42,$15.49,0.0,982172.68,"$2,662,505.90","71,396",$0.37,$13.76,0.0,828715.44,"2,723,660.6","67,061",$0.30,$12.36,0.0,817534.52,"3,154,127.07","72,275",$0.26,$11.31,0
4635,Doxazosin Mesylate,Doxazosin Mesylate,1,Apotex Corp,1601192.37,"3,081,640.5","83,684",$0.52,$19.13,0.0,1247347.91,"2,944,223.6","77,992",$0.42,$15.99,0.0,1258762.85,"$3,695,506.90","94,333",$0.34,$13.34,0.0,1207228.59,"4,366,589.5","101,535",$0.28,$11.89,0.0,1096093.87,"4,401,857.77","94,484",$0.25,$11.60,0
4636,Doxepin HCl*,Doxepin HCl,16,Overall,19525339.44,"24,886,271.848","609,144",$0.81,$32.05,0.0,18889074.96,"25,668,536.779","627,059",$0.76,$30.12,0.0,19628492.01,"$26,826,532.20","651,210",$0.70,$30.14,0.0,37883430.6,"30,461,711.703","709,116",$1.01,$53.42,0.0,35139746.26,"31,426,049.573","731,061",$1.01,$48.07,0
4637,Doxepin HCl*,Doxepin HCl,1,Teva USA,0.0,,,,,,0.0,,,,,,0.0,,,,,,1011107.3,"106,757","3,442",$9.47,$293.76,0.0,1532922.73,"190,325","6,072",$8.04,$252.46,0
4638,Doxepin HCl*,Doxepin HCl,1,Taro Pharm USA,0.0,,,,,,0.0,,,,,,0.0,,,,,,211464.86,"251,726.726","6,122",$0.87,$34.54,0.0,1645668.47,"2,626,782.988","67,238",$0.64,$24.48,0
4639,Doxepin HCl*,Doxepin HCl,1,Silarx/Lannett,17371.99,"145,569.5","1,811",$0.12,$9.59,0.0,18019.4,"148,243.1","1,953",$0.12,$9.23,0.0,64925.02,"$417,405.95","5,133",$0.16,$12.65,0.0,130579.42,"746,654.65","9,868",$0.17,$13.23,0.0,166860.21,"667,734.8","9,343",$0.25,$17.86,0
4640,Doxepin HCl*,Doxepin HCl,1,Par Pharm.,1743521.69,"1,329,787.381","37,896",$1.31,$46.01,0.0,3237660.16,"3,072,668.59","74,578",$1.06,$43.41,0.0,3943054.06,"$4,701,742.12","114,248",$0.84,$34.51,0.0,1841658.41,"2,133,987.835","59,327",$0.88,$31.04,0.0,1519099.7,"1,517,884.728","42,847",$1.00,$35.45,0
4641,Doxepin HCl*,Doxepin HCl,1,Northstar Rx Ll,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,492399.47,"1,008,757","22,948",$0.49,$21.46,0
4642,Doxepin HCl*,Doxepin HCl,1,Mylan/Archis Ph,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1113561.76,"121,788.5","3,926",$9.12,$283.64,0
4643,Doxepin HCl*,Doxepin HCl,1,Mylan*,17052763.65,"21,960,775.475","541,143",$0.79,$31.51,0.0,11759916.46,"16,279,291.804","410,183",$0.74,$28.67,0.0,10467795.49,"$13,310,277.78","328,696",$0.70,$31.85,0.0,23302594.14,"9,395,536.805","209,121",$1.67,$111.43,0.0,18417052.46,"8,548,856.97","194,981",$1.58,$94.46,0
4644,Doxepin HCl*,Doxepin HCl,1,Mylan Instituti,67184.46,"76,707","2,167",$0.88,$31.00,0.0,47757.1,"62,941","1,789",$0.76,$26.69,0.0,67804.45,"$101,510.15","2,649",$0.67,$25.60,0.0,26941.58,"43,913","1,263",$0.62,$21.33,0.0,15197.4,"27,980",890,$0.53,$17.08,0
4645,Doxepin HCl*,Doxepin HCl,1,Morton Grove Ph,66406.2,"562,976.492","7,446",$0.12,$8.92,0.0,75493.73,"601,401.285","8,099",$0.13,$9.32,0.0,52907.06,"$316,241.20","5,191",$0.17,$10.19,0.0,17147.68,"75,614.96","1,552",$0.23,$11.05,0.0,54740.52,"221,741.587","3,174",$0.25,$17.25,0
4646,Doxepin HCl*,Doxepin HCl,1,Major Pharmaceu,0.0,,,,,,0.0,,,,,,0.0,,,,,,3789.08,"5,938",148,$0.65,$25.60,1.0,3371.6,"5,479",185,$0.62,$18.22,1
4647,Doxepin HCl*,Doxepin HCl,1,Macoven Pharmac,0.0,,,,,,0.0,,,,,,0.0,,,,,,619614.43,"73,212","2,250",$8.47,$275.38,0.0,1079211.51,"125,028","3,915",$8.62,$275.66,0
4648,Doxepin HCl*,Doxepin HCl,1,Florida Pharmac,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,30938.91,"62,761","1,445",$0.49,$21.41,0
4649,Doxepin HCl*,Doxepin HCl,1,Aurobindo Pharm,0.0,,,,,,0.0,,,,,,1113426.59,"$1,881,003.00","46,013",$0.60,$24.20,0.0,6468498.63,"10,709,945.975","255,857",$0.61,$25.28,0.0,4936122.45,"8,984,126","206,530",$0.56,$23.90,0
4650,Doxepin HCl*,Doxepin HCl,1,Amneal Pharmace,578091.45,"810,456","18,681",$0.73,$30.95,0.0,3750228.11,"5,503,991","130,457",$0.69,$28.75,0.0,3918579.34,"$6,098,352.00","149,280",$0.65,$26.25,0.0,3349994.43,"5,388,414.752","125,613",$0.63,$26.67,0.0,2682153.2,"4,717,905","106,356",$0.57,$25.22,0
4651,Doxepin HCl*,Doxepin HCl,1,Alembic Pharmac,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,3172.78,"6,242",126,$0.52,$25.18,1
4652,Doxepin HCl*,Doxepin HCl,1,Ajanta Pharma L,0.0,,,,,,0.0,,,,,,0.0,,,,,,900040.64,"1,530,010","34,553",$0.59,$26.05,0.0,1447273.09,"2,592,657","61,085",$0.56,$23.69,0
4653,Doxercalciferol*,Doxercalciferol,8,Overall,811598.08,"14,511","2,100",$77.46,$386.48,1.0,604434.39,"25,984","1,086",$47.72,$556.57,1.0,260103.58,"$25,906.80","1,602",$13.99,$162.36,1.0,541317.37,"42,734","9,084",$10.05,$59.59,0.0,2397821.06,"120,099.016","42,753",$21.19,$56.09,1
4654,Doxercalciferol*,Doxercalciferol,1,Winthrop US,50834.45,"5,412",176,$10.29,$288.83,1.0,180930.99,"21,733",552,$8.92,$327.77,0.0,211818.7,"$23,067.00",611,$9.23,$346.68,0.0,190970.25,"20,948",529,$9.11,$361.00,0.0,93105.66,"11,020",243,$8.51,$383.15,0
4655,Doxercalciferol*,Doxercalciferol,1,Meitheal Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,902.6,"1,016.5",357,$0.89,$2.53,1.0,288800.39,"40,717.4","17,019",$7.09,$16.97,1
4656,Doxercalciferol*,Doxercalciferol,1,Lupin Pharmaceu,0.0,,,,,,0.0,,,,,,0.0,,,,,,214.67,61,57,$3.52,$3.77,1.0,9913.26,"8,830.616","3,520",$1.12,$2.82,1
4657,Doxercalciferol*,Doxercalciferol,1,Hospira/Pfizer,0.0,,,,,,0.0,,,,,,0.0,,,,,,156512.4,"18,457.5","7,554",$8.48,$20.72,1.0,1889420.9,"53,378","21,444",$35.40,$88.11,1
4658,Doxercalciferol*,Doxercalciferol,1,Dr.Reddy'S Lab,0.0,,,,,,0.0,,,,,,0.0,,,,,,19849.1,"1,102",481,$18.01,$41.27,1.0,67212.95,"1,148.5",289,$58.52,$232.57,1
4659,Doxercalciferol*,Doxercalciferol,1,Avet Pharmaceut,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,45327.62,"4,796",107,$10.16,$423.62,1
4660,Doxercalciferol*,Doxercalciferol,1,Amneal Bioscien,0.0,,,,,,7055.38,632,140,$11.16,$50.40,1.0,5299.06,$717.50,257,$7.39,$20.62,1.0,12.28,24,20,$0.51,$0.61,1.0,137.76,143.5,97,$0.96,$1.42,1
4661,Doxercalciferol*,Doxercalciferol,1,Akorn Inc.,760763.63,"9,099","1,924",$83.61,$395.41,1.0,416448.02,"3,619",394,$115.07,"$1,056.97",1.0,42985.82,"$2,122.30",734,$20.25,$58.56,1.0,172856.07,"1,125",86,$153.65,"$2,009.95",1.0,3902.52,65,34,$60.04,$114.78,1
4662,Doxil,Doxorubicin HCl PEG-Liposomal,2,Overall,4016504.16,"40,463.3","1,400",$99.26,"$2,868.93",1.0,2623767.0,"28,885.5","1,008",$90.83,"$2,602.94",1.0,1945752.44,"$22,810.50",799,$85.46,"$2,435.23",1.0,1460597.68,"25,906",888,$57.23,"$1,644.82",0.0,1033901.81,"17,708.5",660,$59.09,"$1,566.52",1
4663,Doxil,Doxorubicin HCl PEG-Liposomal,1,Janssen Product,4016504.16,"40,463.3","1,400",$99.26,"$2,868.93",1.0,2623767.0,"28,885.5","1,008",$90.83,"$2,602.94",1.0,1905177.16,"$22,453.50",782,$84.85,"$2,436.29",0.0,843966.95,"16,647",523,$50.70,"$1,613.70",1.0,218775.71,"5,271.5",177,$41.50,"$1,236.02",1
4664,Doxil,Doxorubicin HCl PEG-Liposomal,1,Baxter Healthca,0.0,,,,,,0.0,,,,,,40575.28,$357.00,17,$113.66,"$2,386.78",1.0,616630.73,"9,259",365,$66.60,"$1,689.40",1.0,815126.1,"12,437",483,$65.54,"$1,687.63",1
4665,Doxorubicin HCl,Doxorubicin HCl,13,Overall,10467995.55,"1,150,074.872","27,805",$12.66,$376.48,1.0,7634532.12,"1,096,291.5","25,538",$11.11,$298.95,1.0,5394028.85,"$984,987.67","24,373",$9.32,$221.31,1.0,5049637.02,"983,943.395","22,610",$7.61,$223.34,1.0,4593360.8,"913,914.49","21,193",$5.53,$216.74,1
4666,Doxorubicin HCl,Doxorubicin HCl,1,West-Ward/Hikma,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,132179.19,"11,917.09",248,$11.38,$532.98,1
4667,Doxorubicin HCl,Doxorubicin HCl,1,Sun Pharmaceuti,29935.28,"4,587.02",62,$6.48,$482.83,1.0,7841.66,"6,164.28",80,$1.27,$98.02,1.0,2607.71,$997.56,29,$2.53,$89.92,1.0,1548.68,308.88,15,$5.01,$103.25,1.0,193.54,32.04,12,$6.04,$16.13,1
4668,Doxorubicin HCl,Doxorubicin HCl,1,Sagent Pharmace,191355.42,"16,362.75",663,$12.81,$288.62,1.0,39555.53,"10,695.5",333,$4.15,$118.79,1.0,161069.58,"$13,294.00",318,$12.75,$506.51,1.0,263274.22,"19,482.5",306,$17.24,$860.37,1.0,7362.09,"4,391.4",138,$1.70,$53.35,1
4669,Doxorubicin HCl,Doxorubicin HCl,1,Pfizer/Premierp,840015.77,"25,462.34",639,$29.58,"$1,314.58",1.0,92458.28,"12,764.85",403,$5.74,$229.43,1.0,78400.49,"$15,393.64",388,$5.22,$202.06,1.0,124420.21,"15,519.6",453,$8.91,$274.66,1.0,21424.9,"17,511.7",473,$1.23,$45.30,0
4670,Doxorubicin HCl,Doxorubicin HCl,1,Teva Parenteral,1768356.81,"329,296.87","8,055",$5.66,$219.54,1.0,1933858.2,"292,542.574","6,448",$6.67,$299.92,1.0,693791.95,"$117,840.76","2,669",$5.93,$259.94,1.0,34986.66,"40,672.5",917,$0.86,$38.15,0.0,11191.3,"11,432",235,$1.00,$47.62,1
4671,Doxorubicin HCl,Doxorubicin HCl,1,Pfizer/Novaplus,743734.79,"59,217.65","1,675",$12.49,$444.02,1.0,318129.81,"54,174.298","1,291",$6.09,$246.42,1.0,124274.74,"$47,599.00","1,229",$2.69,$101.12,1.0,83863.15,"32,585",839,$2.66,$99.96,0.0,32410.62,"19,983.5",501,$1.62,$64.69,0
4672,Doxorubicin HCl,Doxorubicin HCl,1,Pfizer US Pharm,3697081.6,"355,850.874","7,908",$10.43,$467.51,1.0,3208499.94,"312,649.818","7,205",$10.30,$445.32,1.0,2684821.42,"$313,016.80","7,509",$8.68,$357.55,1.0,2556275.93,"313,365.525","7,537",$8.08,$339.16,1.0,3297842.43,"386,066.03","8,310",$9.22,$396.85,1
4673,Doxorubicin HCl,Doxorubicin HCl,1,Northstar Rx Ll,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,75550.46,"63,985.4","1,541",$1.18,$49.03,0
